Title,Page Number (start),Page Number (end),File Name (start),File Name (end)
"An Evening Thought. Salvation by Christ, With Penetential Cries",45,47,53,55
An Address to Miss Phillis Wheatly,49,53,57,61
"A Poem for Children, With Thoughts on Death",54,57,62,65
"A Dialogue Entitled, ""The Kind Master and the Dutiful Servant""",59,64,67,72
