Title,Page Number (start),Page Number (end),File Name (start),File Name (end)
Love Isn't,9,10,13,14
Bar Conversation,11,14,15,18
My Brother,15,21,19,25
"Georgia, Georgia Georgia On My Mind",23,28,27,32
One Thanksgiving Day,29,34,33,38
Aftermath,35,37,39,41
Breaking Up,39,40,43,44
Maybe I Should Have Been A Teacher,41,47,45,51
Child's Play,49,52,53,56
Jonestown,53,65,57,69
Legacy,67,75,71,79
