Title,Page Number (start),Page Number (end),File Name (start),File Name (end)
THE LIGHTS AT CARNEY'S POINT,,,152,153
I SIT AND SEW,,,167,167
TO THE NEGRO FARMERS OF THE UNITED STATES,,,270,270
