Title,Htrc_page_start,Htrc_page_end,Print_page_start,Print_page_end
Our Tongues Slapped into Silence,20,21,,
The Names,22,23,,
Cat of Stomp,24,24,,
"She's Real Quiet,,25, a Letter from the Indian School I",
Joe Babes,26,27,,
The Mane Story,28,28,,
Christinaity Hopping,29,30,,
The Sacrament,31,31,,
"Popeye's Kitchen,,32, A Letter from the Indian School II",
Woolworths,33,33,,
Sometimes Those Pueblo Men Can Sure Be Coyotes,34,35,,
Mennen Skin Bracer,36,37,,
Dancing Boots,38,39,,
"Visiting Cabbage Ears,,40, A Letter from the Indian School III",
Covert Lover or How My Naa'ashood Days Ended,41,42,,
So I Blow Smoke in Her Face,43,47,,
Collage,48,48,,
conversations in passing,50,51,,
My Brother Shakes the Bottle,52,52,,
Boy Identified,53,53,,
Newspaper Deaths,54,54,,
The Shooting,55,55,,
No Parole Today,56,56,,
Sometimes She Dreams,57,57,,
Little Sister,58,58,,
Half-Light,59,59,,
Oil,60,60,,
When the Moon Died,61,62,,
Easter Sunday,63,64,,
At Mexican Springs,65,65,,
