Title,Htrc_page_start,Htrc_page_end,Print_page_start,Print_page_end
THANKSGIVING DANCE,21,41,8,17
HISTORICAL OR OPENING ORATION OF THE THANKSGIVING DANCE OF THE DELAWARES,43,53,18,23
THANKSGIVING ORATION,55,57,24,25
EXALTING ORATION,59,61,26,27
THANKSGIVING ORATION OF COLONEL JACKSON,63,65,28,29
THE VIEWS OF LIFE HEREAFTER,69,71,31,32
THE SECRET OF THE EYES,73,75,33,34
LENNI LENAPE,77,79,35,36
TO THE DELAWARE INDIANS,81,93,37,43
