Title,Page Number (start),Page Number (end),File Name (start),File Name (end)
CONTINUE,,,19,19
GRAVITY,,,20,20
VISITATION,,,21,21
BATTLEFIELD,,,22,22
HARVEST,,,23,23
AWAY,,,24,24
GROW,,,25,25
TWIST,,,26,26
BOOM,,,27,27
SIGNAL,,,28,28
BURN,,,29,29
FLOOD,,,30,30
REFLECTION,,,31,31
MOTION,,,32,32
CALL,,,33,33
GO,,,34,34
DRAW,,,35,35
CONTACT,,,36,36
NEAR,,,37,37
TELL,,,38,38
EXIT,,,39,39
ORBIT,,,40,40
ELECTION DAY I,,,45,46
FISTS AND FINGERS DREAM,,,47,50
ELECTION DAY II,,,51,54
DUST,,,55,57
YUP HAIVCOSITY AC,,,58,58
THE WAITING,,,59,60
ELECTION DAY III,,,61,61
HANDS,,,62,62
NO PIE,,,65,65
MEANWHILE IN AMERICA,,,66,67
WOMAN CALLS WATER,,,68,70
NOW WE SLEEP,,,71,72
MABEL NEVER TELLS WHITE MEN SHE LOVES THE MOON,,,73,73
EDGAR TWO DOGS AND THE SINGING OF RAZOR BLADES,,,74,75
MY BLOOD IS BETTER THAN YOUR BLOOD,,,76,77
IN THE DREAM-ALL-NIGHT LAUNDROMAT,,,78,79
A VERY DISTANT DRUMMING,,,80,81
EXPLODING CHIPPEWAS,,,82,92
