Title,Page Number (start),Page Number (end),File Name (start),File Name (end)
A Species,,,19,22
First Choice,,,23,23
Milagro,,,24,25
Milpa,,,26,26
Quilt Woman,,,27,27
An Inevitable Parallel,,,28,29
Beetles in Bright,,,30,32
The Wait,,,35,35
Inhaling Two Worlds,,,36,36
One at a Time,,,37,42
For Keeps,,,43,44
In the Floodplain,,,45,46
Witness of Birds,,,47,48
In the Green Trailer,,,49,51
Limp Strings,,,52,53
The Light Is What Is,,,54,54
Bringing Back the Birds,,,57,62
The Lightness,,,63,63
Cricket's Eye,,,64,65
"A Speed Zone, Inside Out",,,66,67
Romantic,,,68,69
The Earth Walk,,,70,70
Cicada's Walk,,,71,72
Day of the Dead,,,73,76
My Mother Returns to Calaboz,,,79,81
Valentine's Day,,,82,83
Smooth Pink Blossoms,,,84,84
The Sound of Doves,,,85,86
Oasis,,,87,90
Flyway: Terrain,,,91,93
: Landmarks,,,94,94
: Sunrise Flight,,,95,95
: Mapping,,,96,96
": Eat, Drink",,,97,97
: Secret of Endurance,,,98,98
The Collection,,,99,100
In Place,,,101,102
Between These Worlds,,,103,104
On the Wing,,,105,106
Hummingbirds Compete for the Tobacco Tree,,,107,109
