Title,Page Number (start),Page Number (end),File Name (start),File Name (end)
THANKSGIVING DANCE,8,17,21,41
HISTORICAL OR OPENING ORATION OF THE THANKSGIVING DANCE OF THE DELAWARES,18,23,43,53
THANKSGIVING ORATION,24,25,55,57
EXALTING ORATION,26,27,59,61
THANKSGIVING ORATION OF COLONEL JACKSON,28,29,63,65
THE VIEWS OF LIFE HEREAFTER,31,32,69,71
THE SECRET OF THE EYES,33,34,73,75
LENNI LENAPE,35,36,77,79
TO THE DELAWARE INDIANS,37,43,81,93
