Title,Page Number (start),Page Number (end),File Name (start),File Name (end)
Asterisk,3,,15,16
Atlas,6,,18,19
Apparition,8,,20,21
The Skyline of a Missing Tooth,10,,24,26
At Deer Springs,13,,27,27
The Eyes of the Executioner,14,,28,29
The Northern Sun,16,,30,33
Red Light,20,,34,34
She Was Not Invited,21,,35,35
Trickster,22,,36,37
Blankets of Bark,24,,38,39
The Sun Rises and I Think of Your Bruised Larynx,26,,40,41
Bodies Wanting Wood,28,,42,42
Nazbas,29,,43,44
Turtle,31,,45,46
ANWR,33,,47,47
River,34,,48,48
Conquistador,35,,49,50
The Gravitational Pull of a Fishbowl,37,,51,52
The Scent of Burning Hair,39,,53,54
The Hoof in My Soup Glistens,41,,55,55
Translation?,42,,56,56
Halo,43,,57,58
The Noose in My Dream,45,,59,60
Umbilicus,47,,61,62
Offering,49,,63,63
Bullet Wet Earth,50,,64,65
Nahasdzáán,52,,66,66
The Four Directions of a Lie,53,,67,68
Drought,55,,69,73
I Don't Remember,60,,74,74
Chrysalis,61,,75,78
