Title,Page Number (start),Page Number (end),File Name (start),File Name (end)
Oklahoma Home,,,9,9
Sea-Gathering,,,10,10
Salt Marsh,,,11,11
The Front Room,,,12,13
After Afternoon's Nap,,,14,15
Falling through Snow,,,16,16
Moving House,,,17,17
On a Plane Flying Down the Coast of Florida,,,18,19
Dream,,,20,20
Bluebells,,,21,21
