Title,Htrc_page_start,Htrc_page_end,Print_page_start,Print_page_end
WORDS ON THE THRESHOLD,23,27,19,
IT WAS A SWEET MELODY,29,33,25,
A DIVERSION,34,41,30,
SONATINA,42,45,38,
TO THE COUNTRY,46,48,42,
THE POET ASKS FOR STELLA,49,50,45,
WINTER,51,57,47,
TO MY SOUL,58,59,54,
GREETING TO THE AMERICAN EAGLE,60,64,56,
