Title,Htrc_page_start,Htrc_page_end,Print_page_start,Print_page_end
VooDoo/Love Magic,19,20,,
Strolling,23,23,,
Fish Fry: On the Cleaning and Eating of Secrets,24,28,,
The Love of Travelers,29,30,,
Blue Milk,31,31,,
Moment,32,33,,
My Dream Bo,34,34,,
Joyce Says,35,35,,
Choosing the Blues,36,36,,
Chain Gang,37,37,,
Beauty,38,39,,
Bread,40,41,,
The Fitting Room,42,43,,
Why I Must Make Language,44,45,,
Ifa as Eve,46,47,,
The Village Women and the Swinging Guests (of Tarzan and Jane),48,49,,
Embracing Hansel and Gretel in the Trickle-Down Time of American Famine,50,51,,
"Mexico City,,52, 1985",
On Reading Matter,53,54,,
The Outcast Learns the Language of Birds,55,55,,
In Dark Bounty: In Memory of St. Charles Lwanga Faith Community,56,56,,
The Resolution,57,57,,
Faith,58,58,,
Too Sweet,59,61,,
Angelhair,62,63,,
The Gulf of Blues,64,65,,
Hattie,66,66,,
Caesura,67,67,,
Dr. Watts Meets the Man with the White Liver,69,69,,
Dr. Watts,71,72,,
The Man with the White Liver,73,75,,
Mules and Women,76,78,,
Arachnia: Her Side of the Story,81,83,,
Miz Rosa Rides the Bus,84,85,,
Lust: African-American Woman Guild,86,86,,
Rock and Roll Monster: Down Home Blues Goes Hollywood,87,89,,
grits,93,93,,
greens,94,94,,
in an african light,95,95,,
Wares for the Man Wherever This Song Is,96,97,,
Hootchie Cootchie Man,98,100,,
"Mr. Snake,,101, I Don't Like You",
Doubting Thomas,103,103,,
"Monroe,,104, Louisiana",
On the Train that Glides from Plane to Plane,106,106,,
"another time,,107, the forms of famine",
The Cost of Living,108,109,,
Practicing Patience,110,110,,
Remembering,111,112,,
The Bloom Amid Alabaster Still,113,113,,
The God of Fire,117,119,,
The Autumn Men,120,120,,
A Woman Along the Way,121,122,,
Litany,123,125,,
Cayenne,126,127,,
Fire Is Absolute,128,129,,
So This Is How the Women,130,130,,
Solo in the Boxcar Third Floor E,133,134,,
Mr. Solomon and His Queen,135,136,,
Woman in Moonlight Washes Blues from Dreams,137,138,,
Festival,139,139,,
"The Witherspoons: Walk Up,,140, Bell Out of Order",
The Mother Behaves Like a Young Woman with a Lover when Nat King Cole Comes on the Box,142,142,,
"Black Atlanta Mother Waits at Window,,143, 1981",
The Brother Guild Calls the Game on Sunday Afternoon,144,145,,
Loving,146,146,,
Woman Pitting Fruit at the Kitchen Window,147,147,,
Miz Sheba Williams: As Told to This Reporter from the Community News Front,148,150,,
PoemMaker,151,151,,
Who Would Trade It? Who?,152,153,,
Making the Name,154,155,,
Song of the Writer Woman,156,156,,
Sojourner: Traveling Light,157,160,,
Rain,161,161,,
Woman Watches Ocean on a Reef through a Glass-Bottomed Boat,162,162,,
Conversation with Catalpa Tree,163,164,,
Kinsmen: An Address,167,168,,
greenville,169,169,,
john jackson,170,170,,
home trainin,171,171,,
The Robinsons,172,172,,
early evenings,173,173,,
other evenings,174,174,,
aunt beebee,175,175,,
in my father's garden,176,177,,
"Angeline,,178, Daughter of Alcie",
Willie Mae,179,179,,
"Cook County Hospital,,180, 1962",
Make/n My Music,181,182,,
a summer story,183,183,,
Memories/The Red Bootee,184,184,,
I Break My Own Heart,185,186,,
if i tole you,187,188,,
Second Meeting,189,190,,
Angel,191,192,,
Veneration: Maturity,193,194,,
"george,,, after all, means farmer"
One Kitchen,197,197,,
One Quasi-Sonnet from the Portuguese,198,198,,
a beginning for new beginnings,199,200,,
Haiti: 1979,201,202,,
the ways we will deny ourselves,205,205,,
one slip of the toungue,206,206,,
parentage,207,207,,
Flags,208,208,,
steveland,209,209,,
A Wedding Reception,210,211,,
What I Said as a Child,212,213,,
Journey to Africa,214,215,,
