Title,Htrc_page_start,Htrc_page_end,Print_page_start,Print_page_end
"An Evening Thought. Salvation by Christ,47,53, With Penetential Cries",45
An Address to Miss Phillis Wheatly,57,61,49,53
"A Poem for Children,57,62, With Thoughts on Death",54
"A Dialogue Entitled,64,67, ""The Kind Master and the Dutiful Servant""",59
